record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-002188,2024-01-18,SITE-0063,CELL-01782,East,3G,94.4,159.44,3.1,1.62,97.77,932.51,2578
KPI-003859,2024-01-18,SITE-0370,CELL-00702,West,4G,95.37,40.69,64.69,1.32,95.68,385.15,4205
KPI-004769,2024-01-18,SITE-0176,CELL-01532,West,3G,93.29,100.51,9.34,0.25,98.93,411.23,3131
KPI-001647,2024-01-18,SITE-0468,CELL-01438,West,3G,95.69,183.73,19.23,1.98,99.88,988.24,328
KPI-004494,2024-01-18,SITE-0030,CELL-01828,East,4G,98.8,40.84,30.12,1.23,98.15,322.73,2304
KPI-001390,2024-01-18,SITE-0014,CELL-00324,North,5G,97.56,6.76,580.31,0.13,97.62,617.95,2441
KPI-001205,2024-01-18,SITE-0040,CELL-00953,Central,5G,98.19,7.46,912.96,2.07,98.64,16.38,6752
KPI-000232,2024-01-18,SITE-0383,CELL-01083,Central,5G,99.95,9.13,169.55,1.19,95.95,285.4,7162
KPI-002328,2024-01-18,SITE-0425,CELL-00640,East,4G,97.64,34.0,40.42,0.55,95.29,334.79,3875
KPI-002490,2024-01-19,SITE-0054,CELL-01516,North,5G,97.99,9.95,890.88,1.42,95.77,614.31,4480
KPI-001231,2024-01-19,SITE-0017,CELL-01086,East,3G,97.35,96.7,2.27,0.03,95.3,326.46,5013
KPI-004501,2024-01-19,SITE-0234,CELL-01549,Central,5G,97.59,2.77,627.29,0.19,99.65,912.78,919
KPI-004054,2024-01-19,SITE-0300,CELL-02000,North,3G,97.1,184.1,15.73,0.65,98.16,286.5,4521
KPI-003395,2024-01-19,SITE-0305,CELL-00679,South,3G,97.59,138.8,15.19,0.87,99.67,884.73,5876
KPI-001531,2024-01-19,SITE-0064,CELL-01194,East,4G,99.13,22.19,95.68,2.19,98.49,105.09,9184
KPI-004906,2024-01-19,SITE-0327,CELL-00440,South,5G,97.78,7.32,353.5,2.13,96.24,814.73,1206
KPI-002143,2024-01-19,SITE-0390,CELL-01872,East,4G,97.44,43.54,122.87,2.63,98.51,285.45,937
KPI-003735,2024-01-19,SITE-0404,CELL-00607,East,4G,97.51,33.96,54.48,0.65,99.28,852.22,9672
KPI-003424,2024-01-19,SITE-0210,CELL-00494,North,5G,99.83,3.88,179.38,1.07,99.71,133.76,369
KPI-004730,2024-01-19,SITE-0118,CELL-00904,West,4G,96.97,22.5,54.1,1.36,99.08,558.91,493
KPI-002599,2024-01-19,SITE-0403,CELL-01629,Central,4G,95.77,35.52,44.04,2.96,96.75,579.2,8273
KPI-003508,2024-01-19,SITE-0350,CELL-00404,South,4G,98.52,42.56,111.63,0.37,98.23,772.39,6202
KPI-001577,2024-01-20,SITE-0016,CELL-00459,Central,3G,95.56,102.92,4.18,2.5,96.89,453.83,9593
KPI-001110,2024-01-20,SITE-0476,CELL-00349,West,4G,96.55,30.18,131.95,0.91,98.13,913.19,4889
KPI-004554,2024-01-20,SITE-0157,CELL-00771,East,4G,95.3,40.13,73.75,1.9,95.75,532.3,9194
KPI-002052,2024-01-20,SITE-0194,CELL-01769,East,5G,97.49,6.8,935.06,0.78,97.67,107.67,8238
KPI-001024,2024-01-20,SITE-0238,CELL-01068,Central,4G,99.18,38.56,58.06,1.38,97.8,201.81,743
KPI-003398,2024-01-20,SITE-0277,CELL-00303,East,5G,97.88,9.16,675.79,2.72,98.42,112.09,3158
KPI-001379,2024-01-20,SITE-0283,CELL-01650,West,3G,92.62,125.29,4.1,2.15,97.34,267.15,541
KPI-001125,2024-01-20,SITE-0223,CELL-01177,West,4G,95.11,39.21,35.94,0.13,95.15,131.8,2209
KPI-002639,2024-01-20,SITE-0298,CELL-00120,North,3G,97.87,199.31,7.81,1.84,95.47,414.01,9583
KPI-002071,2024-01-20,SITE-0166,CELL-00907,South,4G,95.25,30.05,88.87,2.09,96.78,295.27,6271
KPI-000733,2024-01-20,SITE-0118,CELL-01956,South,4G,95.65,44.29,143.41,2.35,95.71,39.34,7648
KPI-002899,2024-01-21,SITE-0428,CELL-01960,South,4G,97.04,32.19,57.22,2.12,96.33,841.07,3925
KPI-003354,2024-01-21,SITE-0445,CELL-00694,Central,4G,97.38,42.17,60.12,2.53,97.3,536.32,9044
KPI-004243,2024-01-21,SITE-0070,CELL-01724,Central,3G,90.82,155.39,4.91,1.35,97.97,365.41,8655
KPI-002063,2024-01-21,SITE-0475,CELL-00495,South,4G,98.28,31.85,26.08,1.93,97.63,475.26,7113
KPI-004870,2024-01-21,SITE-0122,CELL-00655,West,4G,99.14,25.09,41.04,1.73,96.73,165.34,2338
KPI-004877,2024-01-21,SITE-0199,CELL-01771,West,4G,95.84,45.18,109.46,1.63,96.22,605.15,3186
KPI-003475,2024-01-21,SITE-0357,CELL-01303,East,4G,95.71,38.68,106.22,2.34,99.66,767.78,616
KPI-004693,2024-01-21,SITE-0359,CELL-00850,North,3G,97.36,126.72,5.02,1.5,99.65,904.2,3174
KPI-000176,2024-01-21,SITE-0419,CELL-00972,North,3G,90.04,137.49,14.56,0.01,97.41,938.63,1094
KPI-004326,2024-01-21,SITE-0362,CELL-01226,East,4G,96.0,47.16,146.56,0.25,96.35,214.18,6732
KPI-004744,2024-01-21,SITE-0194,CELL-01042,South,5G,99.09,4.53,354.55,0.03,98.27,166.58,4152
KPI-002288,2024-01-21,SITE-0401,CELL-01733,East,3G,97.47,105.93,9.22,1.27,98.29,775.8,5254
KPI-003676,2024-01-22,SITE-0092,CELL-01137,South,3G,95.1,158.64,7.17,0.49,96.85,281.16,8760
KPI-004551,2024-01-22,SITE-0146,CELL-01308,Central,3G,93.8,173.71,9.17,3.0,99.38,176.42,3996
KPI-004856,2024-01-22,SITE-0061,CELL-00218,East,4G,99.01,24.68,97.07,2.96,97.47,806.55,3583
KPI-002846,2024-01-22,SITE-0424,CELL-00056,North,5G,98.63,7.76,347.34,0.22,98.14,388.3,6546
KPI-000916,2024-01-22,SITE-0024,CELL-01037,West,3G,97.4,186.81,19.97,0.54,98.87,541.94,7318
KPI-000450,2024-01-22,SITE-0236,CELL-01173,East,5G,98.88,1.91,762.12,0.47,97.61,552.54,1899
KPI-002860,2024-01-22,SITE-0136,CELL-01317,West,3G,97.4,158.83,1.88,0.49,97.94,981.58,1591
KPI-002082,2024-01-22,SITE-0020,CELL-00911,South,4G,97.0,32.9,89.64,1.05,95.63,178.97,1476
KPI-001129,2024-01-22,SITE-0355,CELL-00038,North,3G,93.43,182.66,17.79,0.29,97.36,805.94,7969
KPI-002677,2024-01-22,SITE-0032,CELL-00696,West,4G,95.33,47.04,58.68,2.32,98.94,715.82,7523
KPI-003848,2024-01-22,SITE-0107,CELL-00733,South,3G,90.41,177.82,19.41,2.8,96.06,970.59,4537
KPI-003472,2024-01-22,SITE-0439,CELL-00169,South,5G,97.65,3.85,734.51,2.82,95.63,903.5,7248
KPI-003228,2024-01-23,SITE-0343,CELL-01146,West,3G,95.17,133.75,19.03,1.32,99.58,216.15,2200
KPI-001929,2024-01-23,SITE-0018,CELL-00049,North,5G,97.9,5.97,291.08,0.61,96.46,936.54,8503
KPI-000279,2024-01-23,SITE-0352,CELL-01165,West,5G,99.78,2.9,263.65,0.64,97.92,518.52,6172
KPI-003860,2024-01-23,SITE-0413,CELL-01850,West,4G,98.64,38.2,78.44,1.73,98.6,616.39,3006
KPI-002276,2024-01-23,SITE-0425,CELL-00635,South,4G,95.77,29.45,130.2,0.04,99.49,639.9,1550
KPI-000333,2024-01-23,SITE-0467,CELL-01067,West,5G,99.75,8.6,808.66,0.7,96.53,493.38,1363
KPI-004493,2024-01-23,SITE-0361,CELL-00135,North,4G,98.22,34.65,37.68,1.97,97.41,687.33,5589
KPI-002393,2024-01-23,SITE-0350,CELL-00100,East,4G,95.17,20.57,93.41,2.86,96.46,366.38,7695
KPI-000572,2024-01-23,SITE-0294,CELL-01703,East,5G,97.81,9.36,276.74,2.86,97.26,357.5,725
KPI-003263,2024-01-23,SITE-0169,CELL-00574,East,5G,97.26,7.44,740.02,2.08,98.58,140.37,6290
KPI-002857,2024-01-23,SITE-0087,CELL-00076,South,5G,99.52,5.42,861.23,1.92,97.39,940.42,424
KPI-000974,2024-01-24,SITE-0040,CELL-00878,North,4G,95.13,23.71,74.26,1.89,96.82,876.87,6157
KPI-002027,2024-01-24,SITE-0145,CELL-01237,North,5G,98.42,6.52,938.07,0.14,96.23,197.08,6286
KPI-001722,2024-01-24,SITE-0175,CELL-01010,South,3G,97.59,173.92,14.5,2.7,99.64,358.19,6422
KPI-003067,2024-01-24,SITE-0176,CELL-00332,East,4G,95.04,41.21,114.7,2.11,98.98,610.09,8335
KPI-001008,2024-01-24,SITE-0424,CELL-00626,North,5G,98.31,3.79,367.57,2.51,95.35,966.29,853
KPI-000921,2024-01-24,SITE-0476,CELL-01491,North,5G,99.58,5.4,192.32,0.47,97.62,523.37,3945
KPI-004029,2024-01-24,SITE-0020,CELL-00140,East,4G,98.23,42.23,57.73,2.71,99.87,443.07,8467
KPI-002202,2024-01-24,SITE-0290,CELL-00479,Central,5G,98.57,8.14,916.87,0.56,95.11,446.25,995
KPI-000544,2024-01-24,SITE-0017,CELL-00434,East,4G,95.98,48.21,127.41,1.7,99.62,536.53,218
KPI-002338,2024-01-24,SITE-0101,CELL-01519,Central,4G,95.25,24.17,52.94,1.04,96.68,995.1,7154
KPI-003155,2024-01-24,SITE-0210,CELL-01102,East,4G,98.77,47.45,48.51,2.92,99.69,542.3,712
KPI-004507,2024-01-24,SITE-0035,CELL-01229,North,3G,90.26,195.54,12.72,1.48,98.46,130.2,8240
KPI-000507,2024-01-24,SITE-0399,CELL-00432,South,3G,95.33,112.85,9.46,0.58,98.7,100.85,9335
KPI-002009,2024-01-25,SITE-0049,CELL-00295,North,4G,96.4,24.2,51.82,1.9,98.65,23.17,6553
KPI-002253,2024-01-25,SITE-0284,CELL-01761,West,5G,98.45,9.07,324.84,1.6,98.85,74.51,4603
KPI-001161,2024-01-25,SITE-0289,CELL-01279,South,3G,94.88,85.37,4.05,0.53,97.37,670.04,4447
KPI-002663,2024-01-25,SITE-0275,CELL-00657,Central,4G,98.5,31.75,145.76,0.99,97.91,936.22,5222
KPI-000820,2024-01-25,SITE-0248,CELL-00175,North,5G,98.04,5.43,209.75,2.27,96.17,655.2,4986
KPI-001202,2024-01-25,SITE-0434,CELL-01437,West,3G,97.01,149.06,18.22,1.32,99.65,535.94,8599
KPI-004517,2024-01-25,SITE-0332,CELL-00576,Central,4G,97.61,30.48,21.4,0.6,99.23,698.33,4778
KPI-001422,2024-01-25,SITE-0433,CELL-00388,North,5G,99.89,8.44,940.87,0.73,98.35,768.94,6751
KPI-002797,2024-01-25,SITE-0177,CELL-00460,Central,3G,91.62,147.15,18.45,1.24,95.7,273.5,2205
KPI-000651,2024-01-25,SITE-0189,CELL-01100,North,5G,98.63,1.7,957.57,0.42,95.73,404.27,8522
KPI-002913,2024-01-25,SITE-0132,CELL-01107,Central,3G,96.61,147.95,19.28,2.38,95.09,663.87,751
KPI-000495,2024-01-25,SITE-0099,CELL-00073,Central,4G,97.59,41.38,65.45,2.71,99.81,545.89,872
KPI-001617,2024-01-25,SITE-0068,CELL-00147,South,3G,95.13,90.82,19.77,1.67,98.24,733.23,2819
KPI-003805,2024-01-25,SITE-0087,CELL-01430,North,4G,97.14,30.02,38.13,2.61,95.72,668.11,2555
KPI-003208,2024-01-25,SITE-0015,CELL-01507,East,4G,99.31,24.05,61.04,0.55,95.02,738.09,9965
KPI-000143,2024-01-25,SITE-0031,CELL-01747,West,3G,96.89,121.2,18.26,1.85,95.96,522.65,5931
KPI-002007,2024-01-26,SITE-0139,CELL-00550,South,5G,99.56,5.71,777.16,0.65,95.21,166.54,8724
KPI-003833,2024-01-26,SITE-0149,CELL-01938,East,5G,99.14,7.99,921.75,1.26,99.2,141.71,1603
KPI-004923,2024-01-26,SITE-0162,CELL-00568,East,4G,95.35,48.36,65.91,1.07,97.5,552.23,9022
KPI-003060,2024-01-26,SITE-0498,CELL-01993,East,3G,92.48,111.91,9.09,2.15,95.94,284.41,9591
KPI-004050,2024-01-26,SITE-0425,CELL-00892,South,5G,98.55,8.67,176.51,1.63,98.97,142.96,1669
KPI-004886,2024-01-26,SITE-0443,CELL-00574,Central,4G,96.07,25.66,104.5,2.43,97.12,348.92,8104
KPI-000025,2024-01-26,SITE-0320,CELL-01068,North,5G,97.81,7.07,892.28,1.88,99.38,172.05,9682
KPI-002537,2024-01-26,SITE-0210,CELL-01991,Central,5G,97.43,9.8,653.12,1.96,98.3,868.01,7375
KPI-000819,2024-01-26,SITE-0493,CELL-01105,Central,5G,98.62,1.35,864.12,0.97,97.97,996.18,8281
KPI-002075,2024-01-26,SITE-0026,CELL-00301,East,5G,98.72,6.14,538.6,2.7,98.68,80.16,8163
KPI-000065,2024-01-26,SITE-0280,CELL-01304,East,5G,97.95,5.65,347.77,1.82,98.72,940.34,9486
KPI-000580,2024-01-26,SITE-0291,CELL-00065,South,3G,95.12,106.36,1.9,1.24,98.13,685.96,641
KPI-003876,2024-01-26,SITE-0187,CELL-00873,East,4G,95.44,21.4,89.35,1.84,96.0,333.35,1705
KPI-000488,2024-01-26,SITE-0333,CELL-01450,South,4G,95.71,32.04,144.11,1.79,99.67,921.81,7685
KPI-000531,2024-01-26,SITE-0354,CELL-00999,Central,3G,95.4,106.22,9.8,0.28,97.24,985.79,3322
KPI-002341,2024-01-26,SITE-0346,CELL-00337,South,4G,98.07,36.52,58.69,2.92,95.37,645.31,711
KPI-002446,2024-01-27,SITE-0131,CELL-00313,East,4G,97.12,49.02,88.71,1.63,96.14,114.25,1520
KPI-003333,2024-01-27,SITE-0288,CELL-00081,South,3G,91.77,88.28,5.31,1.51,98.16,540.97,1835
KPI-004847,2024-01-27,SITE-0339,CELL-00294,Central,4G,95.28,41.5,46.85,2.72,95.37,69.87,4720
KPI-003974,2024-01-27,SITE-0115,CELL-00029,Central,4G,97.21,48.39,104.97,0.88,96.73,401.99,6796
KPI-003680,2024-01-27,SITE-0060,CELL-00021,South,3G,92.26,153.84,4.23,0.92,97.46,70.56,5149
KPI-000683,2024-01-27,SITE-0138,CELL-01953,West,5G,99.04,9.51,203.16,0.04,96.66,676.9,8589
KPI-004102,2024-01-27,SITE-0308,CELL-00943,East,3G,94.57,109.11,4.94,0.58,95.05,867.36,8840
KPI-000892,2024-01-27,SITE-0405,CELL-00415,East,3G,93.12,197.06,16.5,1.32,98.56,342.25,179
KPI-001697,2024-01-27,SITE-0220,CELL-00558,Central,3G,90.82,99.97,11.43,1.9,97.22,319.51,4941
KPI-002716,2024-01-27,SITE-0391,CELL-01421,North,4G,95.95,24.9,134.4,0.64,98.3,710.16,3381
KPI-003516,2024-01-27,SITE-0312,CELL-00907,North,3G,90.96,191.02,3.28,2.2,97.87,596.55,3941
KPI-000907,2024-01-27,SITE-0062,CELL-00334,Central,4G,96.92,40.5,105.1,0.63,95.44,428.64,4494
KPI-004991,2024-01-27,SITE-0282,CELL-01334,North,3G,95.27,84.88,16.93,2.39,95.86,593.95,7266
KPI-001252,2024-01-27,SITE-0244,CELL-01863,West,3G,91.14,193.12,17.99,2.95,95.52,266.43,8176
KPI-003526,2024-01-27,SITE-0092,CELL-00990,North,4G,97.34,33.45,104.84,0.96,99.31,786.36,3350
KPI-001555,2024-01-27,SITE-0318,CELL-00689,West,4G,96.02,25.83,130.49,0.51,98.51,646.55,1214
KPI-004837,2024-01-28,SITE-0457,CELL-01877,North,3G,91.74,163.35,3.44,2.8,99.12,266.57,5712
KPI-000128,2024-01-28,SITE-0176,CELL-00961,North,4G,95.19,31.24,28.17,2.18,98.12,421.73,2014
KPI-001139,2024-01-28,SITE-0115,CELL-01898,East,4G,98.81,21.57,77.94,1.41,98.89,292.64,6358
KPI-001739,2024-01-28,SITE-0242,CELL-01656,North,3G,94.53,103.46,9.3,2.08,97.69,282.29,6845
KPI-000412,2024-01-28,SITE-0390,CELL-00767,South,3G,92.18,175.58,6.91,1.35,95.9,834.46,4152
KPI-002635,2024-01-28,SITE-0349,CELL-01144,East,3G,97.32,115.62,7.68,2.11,96.54,199.47,1555
KPI-004724,2024-01-28,SITE-0481,CELL-00435,South,4G,99.4,30.28,75.91,0.29,96.04,612.03,5590
KPI-003187,2024-01-28,SITE-0412,CELL-00878,East,5G,97.04,7.27,875.37,0.71,98.09,108.43,5655
KPI-003896,2024-01-28,SITE-0202,CELL-00959,South,3G,93.76,122.34,5.09,1.9,96.2,521.92,6355
KPI-004571,2024-01-28,SITE-0196,CELL-00844,South,3G,91.26,116.02,15.54,3.0,96.62,372.27,4507
KPI-004446,2024-01-28,SITE-0278,CELL-01578,North,3G,91.7,168.7,10.03,0.06,98.73,518.41,1094
KPI-001311,2024-01-29,SITE-0354,CELL-01439,East,4G,96.6,32.04,116.65,1.94,95.33,44.31,4260
KPI-002711,2024-01-29,SITE-0151,CELL-01936,West,5G,98.52,6.84,967.76,2.03,98.78,149.26,2238
KPI-004323,2024-01-29,SITE-0329,CELL-01757,South,5G,97.12,2.28,896.95,2.29,95.66,177.22,6430
KPI-003193,2024-01-29,SITE-0280,CELL-00579,East,4G,97.9,28.94,104.29,2.56,95.11,575.42,6383
KPI-004268,2024-01-29,SITE-0077,CELL-01178,Central,4G,98.18,34.86,68.56,2.89,97.33,366.14,6078
KPI-002550,2024-01-29,SITE-0452,CELL-00789,East,5G,98.51,5.22,191.3,1.47,96.75,951.8,4067
KPI-003021,2024-01-30,SITE-0486,CELL-00731,East,5G,97.95,7.19,776.26,1.59,98.38,718.76,3356
KPI-001002,2024-01-30,SITE-0367,CELL-01227,Central,3G,92.17,194.82,3.1,0.85,95.71,293.93,2568
KPI-000804,2024-01-30,SITE-0128,CELL-00590,North,5G,97.38,2.39,624.86,0.83,98.68,630.44,2082
KPI-003341,2024-01-30,SITE-0166,CELL-00790,North,4G,99.15,38.58,38.3,0.49,95.99,444.93,6285
KPI-003708,2024-01-30,SITE-0213,CELL-00852,East,5G,98.31,1.16,776.78,0.34,95.03,965.88,2498
KPI-004385,2024-01-30,SITE-0150,CELL-00967,South,3G,90.69,128.06,15.35,2.02,98.48,815.4,705
KPI-001365,2024-01-30,SITE-0120,CELL-00703,South,5G,97.98,2.35,631.31,2.23,96.37,468.33,2182
KPI-004936,2024-01-30,SITE-0025,CELL-00007,North,3G,90.25,104.61,3.83,0.36,97.52,656.49,4382
KPI-004200,2024-01-30,SITE-0398,CELL-01731,West,4G,98.2,21.97,86.93,1.7,98.41,554.88,7956
KPI-002895,2024-01-30,SITE-0109,CELL-01505,West,4G,99.17,40.22,80.95,0.25,99.43,312.73,5474
KPI-002926,2024-01-30,SITE-0417,CELL-00588,West,4G,97.09,24.32,97.65,1.06,98.31,853.28,5996
KPI-003093,2024-01-30,SITE-0145,CELL-00969,South,3G,96.16,88.83,6.41,2.13,95.58,958.51,8525
KPI-004874,2024-01-30,SITE-0242,CELL-00739,Central,5G,99.97,8.72,654.92,0.33,96.95,234.85,7552
KPI-003973,2024-01-31,SITE-0444,CELL-00086,Central,4G,99.44,21.23,120.18,1.92,98.88,520.09,7846
KPI-004750,2024-01-31,SITE-0130,CELL-01619,South,5G,98.92,8.41,287.82,2.41,97.53,965.82,5821
KPI-000210,2024-01-31,SITE-0234,CELL-00486,South,4G,97.84,47.52,23.58,1.5,98.98,938.78,4028
KPI-003100,2024-01-31,SITE-0307,CELL-01821,West,5G,98.32,9.41,341.74,1.33,95.2,95.68,2171
KPI-003064,2024-01-31,SITE-0163,CELL-00597,Central,3G,95.79,164.03,2.16,1.22,99.59,860.42,1318
KPI-004521,2024-01-31,SITE-0161,CELL-00630,West,4G,95.63,26.32,140.39,2.0,96.31,970.51,6530
KPI-001771,2024-01-31,SITE-0486,CELL-01158,Central,3G,96.19,178.75,5.17,1.23,98.42,482.6,2772
KPI-004809,2024-01-31,SITE-0202,CELL-01345,West,3G,96.01,197.49,6.07,2.77,98.02,746.04,631
KPI-002346,2024-01-31,SITE-0231,CELL-00420,West,3G,91.22,174.98,5.58,0.23,97.46,930.82,545
KPI-001634,2024-01-31,SITE-0304,CELL-01179,Central,4G,98.56,32.02,93.97,1.84,95.39,805.63,3076
KPI-000067,2024-02-01,SITE-0324,CELL-01198,Central,5G,97.82,3.95,803.94,1.29,98.62,313.02,2605
KPI-001855,2024-02-01,SITE-0155,CELL-01139,South,4G,95.1,26.54,57.96,1.94,97.96,435.81,7528
KPI-000452,2024-02-01,SITE-0390,CELL-01249,East,3G,96.58,108.27,18.51,2.79,98.77,295.35,934
KPI-003503,2024-02-01,SITE-0135,CELL-00751,South,5G,98.73,5.0,361.5,0.02,97.05,422.82,8032
KPI-000780,2024-02-01,SITE-0006,CELL-00823,North,5G,99.89,5.57,553.43,1.38,97.39,976.32,3769
KPI-000502,2024-02-01,SITE-0055,CELL-01072,East,4G,97.72,22.63,28.76,1.39,98.8,413.77,1137
KPI-001924,2024-02-01,SITE-0389,CELL-00202,Central,4G,98.83,46.98,117.04,0.74,99.11,671.45,2383
KPI-002184,2024-02-01,SITE-0160,CELL-01947,West,4G,96.24,29.29,134.05,0.69,99.25,116.84,8058
KPI-000942,2024-02-01,SITE-0115,CELL-01532,West,5G,97.81,6.6,727.94,0.16,99.42,515.28,2899
KPI-000134,2024-02-01,SITE-0043,CELL-00889,West,4G,97.76,46.29,44.1,2.1,99.09,974.56,6204
KPI-003421,2024-02-01,SITE-0024,CELL-01420,Central,3G,90.14,131.04,6.43,1.82,99.66,415.07,2960
KPI-000861,2024-02-01,SITE-0480,CELL-01231,East,4G,98.85,34.32,28.74,2.44,99.84,666.43,398
KPI-000895,2024-02-01,SITE-0129,CELL-01611,West,5G,98.32,7.8,411.8,2.65,97.47,403.46,8628
KPI-002128,2024-02-01,SITE-0499,CELL-00638,North,5G,99.64,1.91,156.82,2.42,95.76,829.49,2101
KPI-001691,2024-02-02,SITE-0238,CELL-01586,West,5G,97.3,1.74,808.12,0.85,95.23,301.9,3522
KPI-001414,2024-02-02,SITE-0413,CELL-01569,East,4G,97.63,36.09,111.31,2.83,99.8,46.32,4512
KPI-001825,2024-02-02,SITE-0165,CELL-00447,East,5G,98.31,4.7,830.99,2.76,96.12,396.58,5603
KPI-004140,2024-02-02,SITE-0094,CELL-01607,West,4G,95.21,31.72,82.41,2.16,97.74,43.5,8288
KPI-004504,2024-02-02,SITE-0345,CELL-00169,West,3G,97.0,182.74,19.12,0.2,97.01,168.91,456
KPI-002619,2024-02-02,SITE-0023,CELL-01798,East,5G,97.75,2.42,679.63,0.41,97.31,417.88,1054
KPI-004690,2024-02-02,SITE-0027,CELL-01025,East,3G,93.39,185.58,1.92,0.27,96.61,822.64,896
KPI-004011,2024-02-02,SITE-0124,CELL-01175,Central,3G,94.68,155.0,9.39,1.75,99.0,593.14,7245
KPI-002142,2024-02-02,SITE-0339,CELL-00337,East,4G,96.97,31.28,36.25,2.47,96.45,357.86,9204
KPI-003088,2024-02-02,SITE-0411,CELL-01539,North,4G,97.25,47.49,114.42,0.8,99.86,64.4,6329
KPI-002161,2024-02-02,SITE-0130,CELL-00478,West,4G,99.16,37.63,24.68,0.52,95.54,504.05,9855
KPI-000099,2024-02-02,SITE-0313,CELL-01108,North,3G,95.71,122.93,10.82,2.91,96.4,705.32,3816
KPI-002522,2024-02-03,SITE-0235,CELL-00620,South,5G,98.68,7.78,346.49,1.15,97.95,524.33,3056
KPI-000206,2024-02-03,SITE-0061,CELL-00707,East,4G,96.93,35.92,21.17,2.82,97.44,314.74,3607
KPI-002266,2024-02-03,SITE-0229,CELL-00484,West,3G,90.46,147.9,11.04,0.97,99.8,886.3,9514
KPI-000214,2024-02-03,SITE-0075,CELL-00991,East,3G,95.4,110.53,4.29,2.51,95.77,900.5,9974
KPI-003603,2024-02-03,SITE-0487,CELL-00992,Central,5G,98.51,3.86,142.9,0.87,96.33,451.42,9900
KPI-002843,2024-02-03,SITE-0089,CELL-00259,North,3G,92.75,158.19,4.37,0.92,95.36,387.49,2659
KPI-004038,2024-02-03,SITE-0317,CELL-00524,West,5G,99.65,8.65,169.26,1.7,96.16,948.16,7468
KPI-000807,2024-02-03,SITE-0027,CELL-00762,South,3G,90.1,187.04,6.62,1.2,98.26,694.37,7136
KPI-000491,2024-02-03,SITE-0416,CELL-01488,North,3G,96.9,117.62,13.32,2.04,96.58,266.73,6491
KPI-001930,2024-02-03,SITE-0218,CELL-01102,South,3G,96.77,153.24,11.87,0.11,96.82,185.08,8132
KPI-001204,2024-02-03,SITE-0087,CELL-00834,Central,3G,93.28,102.04,16.98,2.13,97.44,506.7,4057
KPI-000785,2024-02-03,SITE-0148,CELL-00220,East,5G,99.32,2.41,555.84,2.87,95.7,924.49,4487
KPI-000305,2024-02-03,SITE-0419,CELL-01307,East,3G,92.17,186.52,19.49,2.48,97.89,132.82,2468
KPI-002545,2024-02-04,SITE-0154,CELL-01653,South,4G,98.54,25.12,62.39,2.53,99.06,952.05,4081
KPI-004747,2024-02-04,SITE-0382,CELL-00819,Central,4G,98.16,40.61,31.26,2.17,96.63,374.66,5803
KPI-002271,2024-02-04,SITE-0259,CELL-00949,South,4G,97.54,26.2,56.49,2.52,97.45,201.14,6035
KPI-002782,2024-02-04,SITE-0371,CELL-01958,North,3G,93.02,129.31,11.11,2.77,98.93,44.9,1884
KPI-000991,2024-02-04,SITE-0009,CELL-00030,South,4G,95.83,28.49,21.33,0.07,95.63,913.5,6528
KPI-004625,2024-02-04,SITE-0278,CELL-00350,Central,4G,98.83,40.46,81.34,0.55,97.48,845.06,3810
KPI-004652,2024-02-04,SITE-0004,CELL-01137,Central,5G,97.32,8.58,941.82,0.93,96.44,458.92,7856
KPI-000130,2024-02-04,SITE-0049,CELL-00814,North,4G,99.09,36.32,22.75,0.04,98.71,839.81,7282
KPI-000849,2024-02-04,SITE-0264,CELL-01363,East,3G,97.45,151.53,8.81,1.31,96.95,921.97,5002
KPI-004644,2024-02-04,SITE-0153,CELL-01743,West,3G,93.04,154.71,15.54,1.0,97.69,218.27,7103
KPI-002963,2024-02-04,SITE-0342,CELL-01497,South,4G,98.28,35.4,28.94,1.67,95.54,259.97,9205
KPI-002565,2024-02-04,SITE-0272,CELL-00474,East,5G,97.04,6.61,752.27,2.24,95.85,123.1,2573
KPI-001262,2024-02-04,SITE-0325,CELL-00610,North,5G,98.02,9.63,294.78,0.98,97.9,225.55,5931
KPI-003667,2024-02-05,SITE-0216,CELL-01485,West,5G,98.02,1.17,748.39,0.25,95.12,871.34,8573
KPI-003036,2024-02-05,SITE-0376,CELL-00585,North,3G,96.41,120.08,13.21,0.52,96.76,409.14,4903
KPI-000924,2024-02-05,SITE-0320,CELL-01787,East,4G,96.08,32.17,63.69,2.98,96.02,441.95,9694
KPI-004715,2024-02-05,SITE-0450,CELL-01000,South,5G,99.93,2.81,240.31,0.72,95.01,764.91,644
KPI-001563,2024-02-05,SITE-0384,CELL-01544,Central,3G,95.29,158.14,11.34,0.43,98.21,586.33,4686
KPI-001068,2024-02-05,SITE-0213,CELL-00604,North,3G,91.11,171.35,13.12,1.5,96.77,417.64,330
KPI-004423,2024-02-05,SITE-0207,CELL-01693,Central,4G,99.29,29.95,29.45,0.76,95.92,669.87,5885
KPI-003236,2024-02-05,SITE-0447,CELL-00926,West,3G,94.83,124.4,9.65,0.43,99.89,395.6,6652
KPI-000476,2024-02-05,SITE-0309,CELL-01713,North,5G,98.78,3.31,313.74,0.75,97.87,90.91,7671
KPI-000672,2024-02-05,SITE-0493,CELL-00399,South,4G,99.47,33.75,118.9,2.12,95.86,863.11,426
